,CH1
Second,Volt
8.28350e+01,4.60e-01, 
8.28496e+01,4.60e-01, 
8.28643e+01,4.60e-01, 
8.28789e+01,4.60e-01, 
8.28936e+01,4.60e-01, 
8.29082e+01,4.60e-01, 
8.29229e+01,4.60e-01, 
8.29375e+01,4.60e-01, 
8.29521e+01,4.60e-01, 
8.29668e+01,4.60e-01, 
8.29814e+01,4.60e-01, 
8.29961e+01,4.60e-01, 
8.30107e+01,4.60e-01, 
8.30254e+01,4.60e-01, 
8.30400e+01,4.60e-01, 
8.30547e+01,4.60e-01, 
8.30693e+01,4.60e-01, 
8.30840e+01,4.60e-01, 
8.30986e+01,4.60e-01, 
8.31133e+01,4.60e-01, 
8.31279e+01,4.60e-01, 
8.31426e+01,4.60e-01, 
8.31572e+01,4.60e-01, 
8.31719e+01,4.40e-01, 
8.31865e+01,4.60e-01, 
8.32012e+01,4.60e-01, 
8.32158e+01,4.40e-01, 
8.32305e+01,4.60e-01, 
8.32451e+01,4.60e-01, 
8.32598e+01,4.60e-01, 
8.32744e+01,4.60e-01, 
8.32891e+01,4.60e-01, 
8.33037e+01,4.40e-01, 
8.33184e+01,4.60e-01, 
8.33330e+01,4.60e-01, 
8.33477e+01,4.60e-01, 
8.33623e+01,4.60e-01, 
8.33770e+01,4.60e-01, 
8.33916e+01,4.40e-01, 
8.34063e+01,4.40e-01, 
8.34209e+01,4.60e-01, 
8.34355e+01,4.60e-01, 
8.34502e+01,4.60e-01, 
8.34648e+01,4.60e-01, 
8.34795e+01,4.60e-01, 
8.34941e+01,4.40e-01, 
8.35088e+01,4.40e-01, 
8.35234e+01,4.40e-01, 
8.35381e+01,4.60e-01, 
8.35527e+01,4.40e-01, 
8.35674e+01,4.40e-01, 
8.35820e+01,4.40e-01, 
8.35967e+01,4.40e-01, 
8.36113e+01,4.40e-01, 
8.36260e+01,4.40e-01, 
8.36406e+01,4.40e-01, 
8.36553e+01,4.40e-01, 
8.36699e+01,4.60e-01, 
8.36846e+01,4.40e-01, 
8.36992e+01,4.40e-01, 
8.37139e+01,4.40e-01, 
8.37285e+01,4.40e-01, 
8.37432e+01,4.40e-01, 
8.37578e+01,4.40e-01, 
8.37725e+01,4.40e-01, 
8.37871e+01,4.40e-01, 
8.38018e+01,4.40e-01, 
8.38164e+01,4.40e-01, 
8.38311e+01,4.40e-01, 
8.38457e+01,4.40e-01, 
8.38604e+01,4.40e-01, 
8.38750e+01,4.40e-01, 
8.38896e+01,4.40e-01, 
8.39043e+01,4.40e-01, 
8.39189e+01,4.40e-01, 
8.39336e+01,4.40e-01, 
8.39482e+01,4.40e-01, 
8.39629e+01,4.40e-01, 
8.39775e+01,4.40e-01, 
8.39922e+01,4.40e-01, 
8.40068e+01,4.40e-01, 
8.40215e+01,4.20e-01, 
8.40361e+01,4.40e-01, 
8.40508e+01,4.40e-01, 
8.40654e+01,4.20e-01, 
8.40801e+01,4.40e-01, 
8.40947e+01,4.40e-01, 
8.41094e+01,4.40e-01, 
8.41240e+01,4.40e-01, 
8.41387e+01,4.40e-01, 
8.41533e+01,4.40e-01, 
8.41680e+01,4.20e-01, 
8.41826e+01,4.40e-01, 
8.41973e+01,4.40e-01, 
8.42119e+01,4.40e-01, 
8.42266e+01,4.20e-01, 
8.42412e+01,4.40e-01, 
8.42559e+01,4.20e-01, 
8.42705e+01,4.20e-01, 
8.42852e+01,4.40e-01, 
8.42998e+01,4.20e-01, 
8.43145e+01,4.40e-01, 
8.43291e+01,4.20e-01, 
8.43438e+01,4.20e-01, 
8.43584e+01,4.40e-01, 
8.43730e+01,4.40e-01, 
8.43877e+01,4.20e-01, 
8.44023e+01,4.20e-01, 
8.44170e+01,4.20e-01, 
8.44316e+01,4.20e-01, 
8.44463e+01,4.40e-01, 
8.44609e+01,4.20e-01, 
8.44756e+01,4.20e-01, 
8.44902e+01,4.20e-01, 
8.45049e+01,4.20e-01, 
8.45195e+01,4.20e-01, 
8.45342e+01,4.20e-01, 
8.45488e+01,4.20e-01, 
8.45635e+01,4.40e-01, 
8.45781e+01,4.20e-01, 
8.45928e+01,4.20e-01, 
8.46074e+01,4.20e-01, 
8.46221e+01,4.20e-01, 
8.46367e+01,4.20e-01, 
8.46514e+01,4.20e-01, 
8.46660e+01,4.20e-01, 
8.46807e+01,4.20e-01, 
8.46953e+01,4.20e-01, 
8.47100e+01,4.20e-01, 
8.47246e+01,4.20e-01, 
8.47393e+01,4.00e-01, 
8.47539e+01,4.20e-01, 
8.47686e+01,4.20e-01, 
8.47832e+01,4.20e-01, 
8.47979e+01,4.20e-01, 
8.48125e+01,4.20e-01, 
8.48271e+01,4.20e-01, 
8.48418e+01,4.20e-01, 
8.48564e+01,4.20e-01, 
8.48711e+01,4.20e-01, 
8.48857e+01,4.20e-01, 
8.49004e+01,4.20e-01, 
8.49150e+01,4.20e-01, 
8.49297e+01,4.20e-01, 
8.49443e+01,4.00e-01, 
8.49590e+01,4.20e-01, 
8.49736e+01,4.00e-01, 
8.49883e+01,4.20e-01, 
8.50029e+01,4.00e-01, 
8.50176e+01,4.00e-01, 
8.50322e+01,4.00e-01, 
8.50469e+01,4.00e-01, 
8.50615e+01,4.00e-01, 
8.50762e+01,4.20e-01, 
8.50908e+01,4.20e-01, 
8.51055e+01,4.20e-01, 
8.51201e+01,4.20e-01, 
8.51348e+01,4.00e-01, 
8.51494e+01,4.00e-01, 
8.51641e+01,4.00e-01, 
8.51787e+01,4.00e-01, 
8.51934e+01,4.20e-01, 
8.52080e+01,4.00e-01, 
8.52227e+01,4.00e-01, 
8.52373e+01,4.00e-01, 
8.52520e+01,4.00e-01, 
8.52666e+01,4.20e-01, 
8.52813e+01,4.00e-01, 
8.52959e+01,4.20e-01, 
8.53105e+01,4.00e-01, 
8.53252e+01,4.00e-01, 
8.53398e+01,4.00e-01, 
8.53545e+01,4.00e-01, 
8.53691e+01,4.00e-01, 
8.53838e+01,4.00e-01, 
8.53984e+01,4.00e-01, 
8.54131e+01,4.00e-01, 
8.54277e+01,4.00e-01, 
8.54424e+01,4.00e-01, 
8.54570e+01,4.00e-01, 
8.54717e+01,4.00e-01, 
8.54863e+01,4.00e-01, 
8.55010e+01,4.00e-01, 
8.55156e+01,4.00e-01, 
8.55303e+01,4.00e-01, 
8.55449e+01,4.00e-01, 
8.55596e+01,4.00e-01, 
8.55742e+01,4.00e-01, 
8.55889e+01,4.00e-01, 
8.56035e+01,4.00e-01, 
8.56182e+01,4.00e-01, 
8.56328e+01,4.00e-01, 
8.56475e+01,4.00e-01, 
8.56621e+01,4.00e-01, 
8.56768e+01,4.00e-01, 
8.56914e+01,4.00e-01, 
8.57061e+01,4.00e-01, 
8.57207e+01,4.00e-01, 
8.57354e+01,4.00e-01, 
8.57500e+01,4.00e-01, 
8.57646e+01,4.00e-01, 
8.57793e+01,4.00e-01, 
8.57939e+01,4.00e-01, 
8.58086e+01,4.00e-01, 
8.58232e+01,4.00e-01, 
8.58379e+01,4.00e-01, 
8.58525e+01,4.00e-01, 
8.58672e+01,4.00e-01, 
8.58818e+01,4.00e-01, 
8.58965e+01,4.00e-01, 
8.59111e+01,4.00e-01, 
8.59258e+01,4.00e-01, 
8.59404e+01,4.00e-01, 
8.59551e+01,4.00e-01, 
8.59697e+01,4.00e-01, 
8.59844e+01,4.00e-01, 
8.59990e+01,4.00e-01, 
8.60137e+01,4.00e-01, 
8.60283e+01,4.00e-01, 
8.60430e+01,4.00e-01, 
8.60576e+01,4.00e-01, 
8.60723e+01,4.00e-01, 
8.60869e+01,4.00e-01, 
8.61016e+01,4.00e-01, 
8.61162e+01,4.00e-01, 
8.61309e+01,4.00e-01, 
8.61455e+01,4.00e-01, 
8.61602e+01,4.00e-01, 
8.61748e+01,4.00e-01, 
8.61895e+01,4.00e-01, 
8.62041e+01,4.00e-01, 
8.62188e+01,4.00e-01, 
8.62334e+01,4.00e-01, 
8.62480e+01,4.00e-01, 
8.62627e+01,3.80e-01, 
8.62773e+01,4.00e-01, 
8.62920e+01,4.00e-01, 
8.63066e+01,4.00e-01, 
8.63213e+01,4.00e-01, 
8.63359e+01,4.00e-01, 
8.63506e+01,4.00e-01, 
8.63652e+01,3.80e-01, 
8.63799e+01,4.00e-01, 
8.63945e+01,4.00e-01, 
8.64092e+01,4.00e-01, 
8.64238e+01,4.00e-01, 
8.64385e+01,3.80e-01, 
8.64531e+01,3.80e-01, 
8.64678e+01,3.80e-01, 
8.64824e+01,3.80e-01, 
8.64971e+01,4.00e-01, 
8.65117e+01,4.00e-01, 
8.65264e+01,3.80e-01, 
8.65410e+01,3.80e-01, 
8.65557e+01,4.00e-01, 
8.65703e+01,4.00e-01, 
8.65850e+01,4.00e-01, 
8.65996e+01,3.80e-01, 
8.66143e+01,4.00e-01, 
8.66289e+01,3.80e-01, 
8.66436e+01,4.00e-01, 
8.66582e+01,3.80e-01, 
8.66729e+01,3.80e-01, 
8.66875e+01,3.80e-01, 
8.67021e+01,4.00e-01, 
8.67168e+01,3.80e-01, 
8.67314e+01,3.80e-01, 
8.67461e+01,3.80e-01, 
8.67607e+01,3.80e-01, 
8.67754e+01,3.80e-01, 
8.67900e+01,3.80e-01, 
8.68047e+01,3.80e-01, 
8.68193e+01,3.80e-01, 
8.68340e+01,3.80e-01, 
8.68486e+01,3.80e-01, 
8.68633e+01,3.80e-01, 
8.68779e+01,3.80e-01, 
8.68926e+01,3.80e-01, 
8.69072e+01,3.80e-01, 
8.69219e+01,3.80e-01, 
8.69365e+01,3.80e-01, 
8.69512e+01,3.80e-01, 
8.69658e+01,3.80e-01, 
8.69805e+01,3.80e-01, 
8.69951e+01,3.60e-01, 
8.70098e+01,3.80e-01, 
8.70244e+01,4.00e-01, 
8.70391e+01,3.80e-01, 
8.70537e+01,3.80e-01, 
8.70684e+01,3.80e-01, 
8.70830e+01,3.80e-01, 
8.70977e+01,3.80e-01, 
8.71123e+01,3.80e-01, 
8.71270e+01,3.80e-01, 
8.71416e+01,3.80e-01, 
8.71563e+01,3.80e-01, 
8.71709e+01,3.60e-01, 
8.71855e+01,3.80e-01, 
8.72002e+01,3.80e-01, 
8.72148e+01,3.80e-01, 
8.72295e+01,3.80e-01, 
8.72441e+01,3.80e-01, 
8.72588e+01,3.80e-01, 
8.72734e+01,3.80e-01, 
8.72881e+01,3.60e-01, 
8.73027e+01,3.60e-01, 
8.73174e+01,3.80e-01, 
8.73320e+01,3.80e-01, 
8.73467e+01,3.80e-01, 
8.73613e+01,3.60e-01, 
8.73760e+01,4.00e-01, 
8.73906e+01,3.60e-01, 
8.74053e+01,3.80e-01, 
8.74199e+01,3.60e-01, 
8.74346e+01,3.60e-01, 
8.74492e+01,3.60e-01, 
8.74639e+01,3.60e-01, 
8.74785e+01,3.60e-01, 
8.74932e+01,3.60e-01, 
8.75078e+01,3.60e-01, 
8.75225e+01,3.60e-01, 
8.75371e+01,3.60e-01, 
8.75518e+01,3.60e-01, 
8.75664e+01,3.60e-01, 
8.75811e+01,3.60e-01, 
8.75957e+01,3.60e-01, 
8.76104e+01,3.60e-01, 
8.76250e+01,3.60e-01, 
8.76396e+01,3.60e-01, 
8.76543e+01,3.60e-01, 
8.76689e+01,3.60e-01, 
8.76836e+01,3.60e-01, 
8.76982e+01,3.60e-01, 
8.77129e+01,3.60e-01, 
8.77275e+01,3.40e-01, 
8.77422e+01,3.60e-01, 
8.77568e+01,3.60e-01, 
8.77715e+01,3.60e-01, 
8.77861e+01,3.60e-01, 
8.78008e+01,3.60e-01, 
8.78154e+01,3.40e-01, 
8.78301e+01,3.60e-01, 
8.78447e+01,3.60e-01, 
8.78594e+01,3.60e-01, 
8.78740e+01,3.60e-01, 
8.78887e+01,3.60e-01, 
8.79033e+01,3.60e-01, 
8.79180e+01,3.60e-01, 
8.79326e+01,3.60e-01, 
8.79473e+01,3.40e-01, 
8.79619e+01,3.40e-01, 
8.79766e+01,3.60e-01, 
8.79912e+01,3.40e-01, 
8.80059e+01,3.60e-01, 
8.80205e+01,3.60e-01, 
8.80352e+01,3.60e-01, 
8.80498e+01,3.60e-01, 
8.80645e+01,3.60e-01, 
8.80791e+01,3.40e-01, 
8.80938e+01,3.40e-01, 
8.81084e+01,3.60e-01, 
8.81230e+01,3.40e-01, 
8.81377e+01,3.60e-01, 
8.81523e+01,3.60e-01, 
8.81670e+01,3.40e-01, 
8.81816e+01,3.20e-01, 
8.81963e+01,3.40e-01, 
8.82109e+01,3.60e-01, 
8.82256e+01,3.40e-01, 
8.82402e+01,3.40e-01, 
8.82549e+01,3.40e-01, 
8.82695e+01,3.40e-01, 
8.82842e+01,3.40e-01, 
8.82988e+01,3.40e-01, 
8.83135e+01,3.40e-01, 
8.83281e+01,3.40e-01, 
8.83428e+01,3.40e-01, 
8.83574e+01,3.40e-01, 
8.83721e+01,3.40e-01, 
8.83867e+01,3.40e-01, 
8.84014e+01,3.40e-01, 
8.84160e+01,3.40e-01, 
8.84307e+01,3.40e-01, 
8.84453e+01,3.40e-01, 
8.84600e+01,3.40e-01, 
8.84746e+01,3.60e-01, 
8.84893e+01,3.40e-01, 
8.85039e+01,3.40e-01, 
8.85186e+01,3.40e-01, 
8.85332e+01,3.40e-01, 
8.85479e+01,3.40e-01, 
8.85625e+01,3.40e-01, 
8.85771e+01,3.40e-01, 
8.85918e+01,3.40e-01, 
8.86064e+01,3.40e-01, 
8.86211e+01,3.40e-01, 
8.86357e+01,3.40e-01, 
8.86504e+01,3.40e-01, 
8.86650e+01,3.40e-01, 
8.86797e+01,3.40e-01, 
8.86943e+01,3.40e-01, 
8.87090e+01,3.20e-01, 
8.87236e+01,3.40e-01, 
8.87383e+01,3.40e-01, 
8.87529e+01,3.20e-01, 
8.87676e+01,3.40e-01, 
8.87822e+01,3.40e-01, 
8.87969e+01,3.40e-01, 
8.88115e+01,3.40e-01, 
8.88262e+01,3.40e-01, 
8.88408e+01,3.40e-01, 
8.88555e+01,3.40e-01, 
8.88701e+01,3.20e-01, 
8.88848e+01,3.40e-01, 
8.88994e+01,3.40e-01, 
8.89141e+01,3.40e-01, 
8.89287e+01,3.40e-01, 
8.89434e+01,3.40e-01, 
8.89580e+01,3.40e-01, 
8.89727e+01,3.20e-01, 
8.89873e+01,3.20e-01, 
8.90020e+01,3.20e-01, 
8.90166e+01,3.20e-01, 
8.90313e+01,3.20e-01, 
8.90459e+01,3.40e-01, 
8.90605e+01,3.40e-01, 
8.90752e+01,3.20e-01, 
8.90898e+01,3.20e-01, 
8.91045e+01,3.40e-01, 
8.91191e+01,3.20e-01, 
8.91338e+01,3.20e-01, 
8.91484e+01,3.20e-01, 
8.91631e+01,3.20e-01, 
8.91777e+01,3.20e-01, 
8.91924e+01,3.20e-01, 
8.92070e+01,3.20e-01, 
8.92217e+01,3.20e-01, 
8.92363e+01,3.20e-01, 
8.92510e+01,3.20e-01, 
8.92656e+01,3.20e-01, 
8.92803e+01,3.20e-01, 
8.92949e+01,3.20e-01, 
8.93096e+01,3.20e-01, 
8.93242e+01,3.20e-01, 
8.93389e+01,3.20e-01, 
8.93535e+01,3.20e-01, 
8.93682e+01,3.20e-01, 
8.93828e+01,3.20e-01, 
8.93975e+01,3.20e-01, 
8.94121e+01,3.20e-01, 
8.94268e+01,3.20e-01, 
8.94414e+01,3.20e-01, 
8.94561e+01,3.20e-01, 
8.94707e+01,3.20e-01, 
8.94854e+01,3.20e-01, 
8.95000e+01,3.20e-01, 
8.95146e+01,3.20e-01, 
8.95293e+01,3.20e-01, 
8.95439e+01,3.20e-01, 
8.95586e+01,3.20e-01, 
8.95732e+01,3.20e-01, 
8.95879e+01,3.20e-01, 
8.96025e+01,3.20e-01, 
8.96172e+01,3.20e-01, 
8.96318e+01,3.20e-01, 
8.96465e+01,3.20e-01, 
8.96611e+01,3.20e-01, 
8.96758e+01,3.20e-01, 
8.96904e+01,3.20e-01, 
8.97051e+01,3.20e-01, 
8.97197e+01,3.20e-01, 
8.97344e+01,3.20e-01, 
8.97490e+01,3.20e-01, 
8.97637e+01,3.20e-01, 
8.97783e+01,3.20e-01, 
8.97930e+01,3.20e-01, 
8.98076e+01,3.20e-01, 
8.98223e+01,3.20e-01, 
8.98369e+01,3.20e-01, 
8.98516e+01,3.20e-01, 
8.98662e+01,3.20e-01, 
8.98809e+01,3.20e-01, 
8.98955e+01,3.20e-01, 
8.99102e+01,3.20e-01, 
8.99248e+01,3.20e-01, 
8.99395e+01,3.20e-01, 
8.99541e+01,3.20e-01, 
8.99688e+01,3.20e-01, 
8.99834e+01,3.20e-01, 
8.99980e+01,3.20e-01, 
9.00127e+01,3.20e-01, 
9.00273e+01,3.20e-01, 
9.00420e+01,3.20e-01, 
9.00566e+01,3.20e-01, 
9.00713e+01,3.20e-01, 
9.00859e+01,3.20e-01, 
9.01006e+01,3.20e-01, 
9.01152e+01,3.20e-01, 
9.01299e+01,3.20e-01, 
9.01445e+01,3.00e-01, 
9.01592e+01,3.00e-01, 
9.01738e+01,3.20e-01, 
9.01885e+01,3.20e-01, 
9.02031e+01,3.00e-01, 
9.02178e+01,3.20e-01, 
9.02324e+01,3.00e-01, 
9.02471e+01,3.20e-01, 
9.02617e+01,3.20e-01, 
9.02764e+01,3.20e-01, 
9.02910e+01,3.20e-01, 
9.03057e+01,3.20e-01, 
9.03203e+01,3.20e-01, 
9.03350e+01,3.20e-01, 
9.03496e+01,3.00e-01, 
9.03643e+01,3.20e-01, 
9.03789e+01,3.00e-01, 
9.03936e+01,3.00e-01, 
9.04082e+01,3.00e-01, 
9.04229e+01,3.00e-01, 
9.04375e+01,3.00e-01, 
9.04521e+01,3.00e-01, 
9.04668e+01,3.00e-01, 
9.04814e+01,3.00e-01, 
9.04961e+01,3.20e-01, 
9.05107e+01,3.00e-01, 
9.05254e+01,3.00e-01, 
9.05400e+01,3.20e-01, 
9.05547e+01,3.20e-01, 
9.05693e+01,3.00e-01, 
9.05840e+01,2.80e-01, 
9.05986e+01,3.00e-01, 
9.06133e+01,3.20e-01, 
9.06279e+01,3.00e-01, 
9.06426e+01,3.00e-01, 
9.06572e+01,3.00e-01, 
9.06719e+01,3.00e-01, 
9.06865e+01,2.80e-01, 
9.07012e+01,3.00e-01, 
9.07158e+01,3.20e-01, 
9.07305e+01,3.00e-01, 
9.07451e+01,3.00e-01, 
9.07598e+01,3.00e-01, 
9.07744e+01,3.00e-01, 
9.07891e+01,3.00e-01, 
9.08037e+01,3.00e-01, 
9.08184e+01,3.00e-01, 
9.08330e+01,3.00e-01, 
9.08477e+01,3.00e-01, 
9.08623e+01,3.00e-01, 
9.08770e+01,3.00e-01, 
9.08916e+01,3.00e-01, 
9.09063e+01,3.00e-01, 
9.09209e+01,3.00e-01, 
9.09355e+01,2.80e-01, 
9.09502e+01,2.80e-01, 
9.09648e+01,2.80e-01, 
9.09795e+01,3.00e-01, 
9.09941e+01,3.00e-01, 
9.10088e+01,3.00e-01, 
9.10234e+01,3.00e-01, 
9.10381e+01,3.00e-01, 
9.10527e+01,3.00e-01, 
9.10674e+01,2.80e-01, 
9.10820e+01,2.80e-01, 
9.10967e+01,3.00e-01, 
9.11113e+01,2.80e-01, 
9.11260e+01,3.00e-01, 
9.11406e+01,3.00e-01, 
9.11553e+01,3.00e-01, 
9.11699e+01,2.80e-01, 
9.11846e+01,2.80e-01, 
9.11992e+01,3.00e-01, 
9.12139e+01,2.80e-01, 
9.12285e+01,2.80e-01, 
9.12432e+01,2.80e-01, 
9.12578e+01,3.00e-01, 
9.12725e+01,2.80e-01, 
9.12871e+01,2.80e-01, 
9.13018e+01,2.80e-01, 
9.13164e+01,2.80e-01, 
9.13311e+01,2.80e-01, 
9.13457e+01,3.00e-01, 
9.13604e+01,2.80e-01, 
9.13750e+01,2.80e-01, 
9.13896e+01,2.80e-01, 
9.14043e+01,2.80e-01, 
9.14189e+01,3.00e-01, 
9.14336e+01,2.80e-01, 
9.14482e+01,2.80e-01, 
9.14629e+01,2.80e-01, 
9.14775e+01,2.80e-01, 
9.14922e+01,2.80e-01, 
9.15068e+01,2.80e-01, 
9.15215e+01,2.60e-01, 
9.15361e+01,2.80e-01, 
9.15508e+01,2.80e-01, 
9.15654e+01,2.80e-01, 
9.15801e+01,2.80e-01, 
9.15947e+01,2.80e-01, 
9.16094e+01,2.80e-01, 
9.16240e+01,2.80e-01, 
9.16387e+01,2.80e-01, 
9.16533e+01,2.60e-01, 
9.16680e+01,2.60e-01, 
9.16826e+01,2.80e-01, 
9.16973e+01,2.80e-01, 
9.17119e+01,2.80e-01, 
9.17266e+01,2.80e-01, 
9.17412e+01,2.80e-01, 
9.17559e+01,2.80e-01, 
9.17705e+01,2.80e-01, 
9.17852e+01,2.80e-01, 
9.17998e+01,2.60e-01, 
9.18145e+01,2.60e-01, 
9.18291e+01,2.60e-01, 
9.18438e+01,2.60e-01, 
9.18584e+01,2.80e-01, 
9.18730e+01,2.60e-01, 
9.18877e+01,2.80e-01, 
9.19023e+01,2.60e-01, 
9.19170e+01,2.60e-01, 
9.19316e+01,2.60e-01, 
9.19463e+01,2.60e-01, 
9.19609e+01,2.80e-01, 
9.19756e+01,2.60e-01, 
9.19902e+01,2.60e-01, 
9.20049e+01,2.60e-01, 
9.20195e+01,2.60e-01, 
9.20342e+01,2.60e-01, 
9.20488e+01,2.60e-01, 
9.20635e+01,2.80e-01, 
9.20781e+01,2.80e-01, 
9.20928e+01,2.60e-01, 
9.21074e+01,2.60e-01, 
9.21221e+01,2.60e-01, 
9.21367e+01,2.60e-01, 
9.21514e+01,2.60e-01, 
9.21660e+01,2.60e-01, 
9.21807e+01,2.60e-01, 
9.21953e+01,2.80e-01, 
9.22100e+01,2.60e-01, 
9.22246e+01,2.60e-01, 
9.22393e+01,2.60e-01, 
9.22539e+01,2.60e-01, 
9.22686e+01,2.60e-01, 
9.22832e+01,2.80e-01, 
9.22979e+01,2.60e-01, 
9.23125e+01,2.60e-01, 
9.23271e+01,2.60e-01, 
9.23418e+01,2.60e-01, 
9.23564e+01,2.60e-01, 
9.23711e+01,2.60e-01, 
9.23857e+01,2.60e-01, 
9.24004e+01,2.60e-01, 
9.24150e+01,2.60e-01, 
9.24297e+01,2.60e-01, 
9.24443e+01,2.60e-01, 
9.24590e+01,2.60e-01, 
9.24736e+01,2.60e-01, 
9.24883e+01,2.60e-01, 
9.25029e+01,2.60e-01, 
9.25176e+01,2.60e-01, 
9.25322e+01,2.60e-01, 
9.25469e+01,2.60e-01, 
9.25615e+01,2.60e-01, 
9.25762e+01,2.60e-01, 
9.25908e+01,2.60e-01, 
9.26055e+01,2.60e-01, 
9.26201e+01,2.60e-01, 
9.26348e+01,2.60e-01, 
9.26494e+01,2.60e-01, 
9.26641e+01,2.60e-01, 
9.26787e+01,2.60e-01, 
9.26934e+01,2.60e-01, 
9.27080e+01,2.60e-01, 
9.27227e+01,2.60e-01, 
9.27373e+01,2.60e-01, 
9.27520e+01,2.60e-01, 
9.27666e+01,2.60e-01, 
9.27813e+01,2.60e-01, 
9.27959e+01,2.60e-01, 
9.28105e+01,2.60e-01, 
9.28252e+01,2.60e-01, 
9.28398e+01,2.60e-01, 
9.28545e+01,2.60e-01, 
9.28691e+01,2.60e-01, 
9.28838e+01,2.40e-01, 
9.28984e+01,2.60e-01, 
9.29131e+01,2.60e-01, 
9.29277e+01,2.60e-01, 
9.29424e+01,2.60e-01, 
9.29570e+01,2.60e-01, 
9.29717e+01,2.60e-01, 
9.29863e+01,2.60e-01, 
9.30010e+01,2.60e-01, 
9.30156e+01,2.60e-01, 
9.30303e+01,2.60e-01, 
9.30449e+01,2.60e-01, 
9.30596e+01,2.60e-01, 
9.30742e+01,2.60e-01, 
9.30889e+01,2.60e-01, 
9.31035e+01,2.60e-01, 
9.31182e+01,2.60e-01, 
9.31328e+01,2.60e-01, 
9.31475e+01,2.60e-01, 
9.31621e+01,2.60e-01, 
9.31768e+01,2.60e-01, 
9.31914e+01,2.60e-01, 
9.32061e+01,2.60e-01, 
9.32207e+01,2.60e-01, 
9.32354e+01,2.60e-01, 
9.32500e+01,2.60e-01, 
9.32646e+01,2.60e-01, 
9.32793e+01,2.60e-01, 
9.32939e+01,2.60e-01, 
9.33086e+01,2.60e-01, 
9.33232e+01,2.60e-01, 
9.33379e+01,2.60e-01, 
9.33525e+01,2.40e-01, 
9.33672e+01,2.60e-01, 
9.33818e+01,2.40e-01, 
9.33965e+01,2.60e-01, 
9.34111e+01,2.60e-01, 
9.34258e+01,2.60e-01, 
9.34404e+01,2.60e-01, 
9.34551e+01,2.60e-01, 
9.34697e+01,2.60e-01, 
9.34844e+01,2.40e-01, 
9.34990e+01,2.40e-01, 
9.35137e+01,2.40e-01, 
9.35283e+01,2.40e-01, 
9.35430e+01,2.60e-01, 
9.35576e+01,2.40e-01, 
9.35723e+01,2.40e-01, 
9.35869e+01,2.40e-01, 
9.36016e+01,2.40e-01, 
9.36162e+01,2.60e-01, 
9.36309e+01,2.40e-01, 
9.36455e+01,2.40e-01, 
9.36602e+01,2.40e-01, 
9.36748e+01,2.40e-01, 
9.36895e+01,2.40e-01, 
9.37041e+01,2.40e-01, 
9.37188e+01,2.40e-01, 
9.37334e+01,2.40e-01, 
9.37480e+01,2.40e-01, 
9.37627e+01,2.40e-01, 
9.37773e+01,2.40e-01, 
9.37920e+01,2.40e-01, 
9.38066e+01,2.40e-01, 
9.38213e+01,2.40e-01, 
9.38359e+01,2.40e-01, 
9.38506e+01,2.40e-01, 
9.38652e+01,2.40e-01, 
9.38799e+01,2.40e-01, 
9.38945e+01,2.40e-01, 
9.39092e+01,2.40e-01, 
9.39238e+01,2.40e-01, 
9.39385e+01,2.40e-01, 
9.39531e+01,2.40e-01, 
9.39678e+01,2.40e-01, 
9.39824e+01,2.40e-01, 
9.39971e+01,2.20e-01, 
9.40117e+01,2.40e-01, 
9.40264e+01,2.40e-01, 
9.40410e+01,2.40e-01, 
9.40557e+01,2.40e-01, 
9.40703e+01,2.40e-01, 
9.40850e+01,2.40e-01, 
9.40996e+01,2.40e-01, 
9.41143e+01,2.20e-01, 
9.41289e+01,2.20e-01, 
9.41436e+01,2.40e-01, 
9.41582e+01,2.40e-01, 
9.41729e+01,2.40e-01, 
9.41875e+01,2.40e-01, 
9.42021e+01,2.40e-01, 
9.42168e+01,2.40e-01, 
9.42314e+01,2.20e-01, 
9.42461e+01,2.40e-01, 
9.42607e+01,2.40e-01, 
9.42754e+01,2.40e-01, 
9.42900e+01,2.20e-01, 
9.43047e+01,2.20e-01, 
9.43193e+01,2.40e-01, 
9.43340e+01,2.20e-01, 
9.43486e+01,2.40e-01, 
9.43633e+01,2.20e-01, 
9.43779e+01,2.20e-01, 
9.43926e+01,2.20e-01, 
9.44072e+01,2.20e-01, 
9.44219e+01,2.20e-01, 
9.44365e+01,2.20e-01, 
9.44512e+01,2.20e-01, 
9.44658e+01,2.20e-01, 
9.44805e+01,2.20e-01, 
9.44951e+01,2.20e-01, 
9.45098e+01,2.20e-01, 
9.45244e+01,2.20e-01, 
9.45391e+01,2.20e-01, 
9.45537e+01,2.40e-01, 
9.45684e+01,2.20e-01, 
9.45830e+01,2.40e-01, 
9.45977e+01,2.20e-01, 
9.46123e+01,2.20e-01, 
9.46270e+01,2.20e-01, 
9.46416e+01,2.20e-01, 
9.46563e+01,2.20e-01, 
9.46709e+01,2.20e-01, 
9.46855e+01,2.20e-01, 
9.47002e+01,2.20e-01, 
9.47148e+01,2.20e-01, 
9.47295e+01,2.20e-01, 
9.47441e+01,2.20e-01, 
9.47588e+01,2.20e-01, 
9.47734e+01,2.20e-01, 
9.47881e+01,2.20e-01, 
9.48027e+01,2.20e-01, 
9.48174e+01,2.20e-01, 
9.48320e+01,2.20e-01, 
9.48467e+01,2.20e-01, 
9.48613e+01,2.20e-01, 
