,CH1
Second,Volt
2.17070e+01,1.88e+00, 
2.17217e+01,1.90e+00, 
2.17363e+01,1.88e+00, 
2.17510e+01,1.90e+00, 
2.17656e+01,1.90e+00, 
2.17803e+01,1.90e+00, 
2.17949e+01,1.88e+00, 
2.18096e+01,1.88e+00, 
2.18242e+01,1.90e+00, 
2.18389e+01,1.88e+00, 
2.18535e+01,1.88e+00, 
2.18682e+01,1.90e+00, 
2.18828e+01,1.88e+00, 
2.18975e+01,1.88e+00, 
2.19121e+01,1.88e+00, 
2.19268e+01,1.88e+00, 
2.19414e+01,1.88e+00, 
2.19561e+01,1.88e+00, 
2.19707e+01,1.88e+00, 
2.19854e+01,1.86e+00, 
2.20000e+01,1.88e+00, 
2.20147e+01,1.88e+00, 
2.20293e+01,1.86e+00, 
2.20439e+01,1.88e+00, 
2.20586e+01,1.88e+00, 
2.20732e+01,1.88e+00, 
2.20879e+01,1.88e+00, 
2.21025e+01,1.88e+00, 
2.21172e+01,1.86e+00, 
2.21318e+01,1.88e+00, 
2.21465e+01,1.86e+00, 
2.21611e+01,1.88e+00, 
2.21758e+01,1.86e+00, 
2.21904e+01,1.86e+00, 
2.22051e+01,1.88e+00, 
2.22197e+01,1.86e+00, 
2.22344e+01,1.88e+00, 
2.22490e+01,1.88e+00, 
2.22637e+01,1.86e+00, 
2.22783e+01,1.86e+00, 
2.22930e+01,1.86e+00, 
2.23076e+01,1.88e+00, 
2.23223e+01,1.86e+00, 
2.23369e+01,1.88e+00, 
2.23516e+01,1.86e+00, 
2.23662e+01,1.86e+00, 
2.23809e+01,1.86e+00, 
2.23955e+01,1.86e+00, 
2.24102e+01,1.86e+00, 
2.24248e+01,1.86e+00, 
2.24395e+01,1.86e+00, 
2.24541e+01,1.86e+00, 
2.24688e+01,1.86e+00, 
2.24834e+01,1.84e+00, 
2.24980e+01,1.86e+00, 
2.25127e+01,1.86e+00, 
2.25273e+01,1.86e+00, 
2.25420e+01,1.86e+00, 
2.25566e+01,1.86e+00, 
2.25713e+01,1.86e+00, 
2.25859e+01,1.84e+00, 
2.26006e+01,1.86e+00, 
2.26152e+01,1.86e+00, 
2.26299e+01,1.86e+00, 
2.26445e+01,1.86e+00, 
2.26592e+01,1.86e+00, 
2.26738e+01,1.86e+00, 
2.26885e+01,1.86e+00, 
2.27031e+01,1.86e+00, 
2.27178e+01,1.86e+00, 
2.27324e+01,1.84e+00, 
2.27471e+01,1.86e+00, 
2.27617e+01,1.86e+00, 
2.27764e+01,1.90e+00, 
2.27910e+01,1.86e+00, 
2.28057e+01,1.86e+00, 
2.28203e+01,1.86e+00, 
2.28350e+01,1.86e+00, 
2.28496e+01,1.86e+00, 
2.28643e+01,1.86e+00, 
2.28789e+01,1.84e+00, 
2.28936e+01,1.86e+00, 
2.29082e+01,1.82e+00, 
2.29229e+01,1.86e+00, 
2.29375e+01,1.86e+00, 
2.29522e+01,1.84e+00, 
2.29668e+01,1.84e+00, 
2.29814e+01,1.84e+00, 
2.29961e+01,1.84e+00, 
2.30107e+01,1.84e+00, 
2.30254e+01,1.84e+00, 
2.30400e+01,1.84e+00, 
2.30547e+01,1.82e+00, 
2.30693e+01,1.84e+00, 
2.30840e+01,1.84e+00, 
2.30986e+01,1.84e+00, 
2.31133e+01,1.84e+00, 
2.31279e+01,1.84e+00, 
2.31426e+01,1.84e+00, 
2.31572e+01,1.84e+00, 
2.31719e+01,1.84e+00, 
2.31865e+01,1.84e+00, 
2.32012e+01,1.84e+00, 
2.32158e+01,1.84e+00, 
2.32305e+01,1.82e+00, 
2.32451e+01,1.84e+00, 
2.32598e+01,1.82e+00, 
2.32744e+01,1.82e+00, 
2.32891e+01,1.82e+00, 
2.33037e+01,1.84e+00, 
2.33184e+01,1.84e+00, 
2.33330e+01,1.84e+00, 
2.33477e+01,1.82e+00, 
2.33623e+01,1.82e+00, 
2.33770e+01,1.84e+00, 
2.33916e+01,1.82e+00, 
2.34063e+01,1.82e+00, 
2.34209e+01,1.82e+00, 
2.34355e+01,1.84e+00, 
2.34502e+01,1.82e+00, 
2.34648e+01,1.82e+00, 
2.34795e+01,1.82e+00, 
2.34941e+01,1.82e+00, 
2.35088e+01,1.82e+00, 
2.35234e+01,1.82e+00, 
2.35381e+01,1.82e+00, 
2.35527e+01,1.82e+00, 
2.35674e+01,1.82e+00, 
2.35820e+01,1.82e+00, 
2.35967e+01,1.82e+00, 
2.36113e+01,1.82e+00, 
2.36260e+01,1.82e+00, 
2.36406e+01,1.82e+00, 
2.36553e+01,1.82e+00, 
2.36699e+01,1.82e+00, 
2.36846e+01,1.84e+00, 
2.36992e+01,1.82e+00, 
2.37139e+01,1.82e+00, 
2.37285e+01,1.84e+00, 
2.37432e+01,1.82e+00, 
2.37578e+01,1.78e+00, 
2.37725e+01,1.82e+00, 
2.37871e+01,1.82e+00, 
2.38018e+01,1.82e+00, 
2.38164e+01,1.82e+00, 
2.38311e+01,1.82e+00, 
2.38457e+01,1.82e+00, 
2.38604e+01,1.82e+00, 
2.38750e+01,1.82e+00, 
2.38897e+01,1.82e+00, 
2.39043e+01,1.82e+00, 
2.39189e+01,1.82e+00, 
2.39336e+01,1.82e+00, 
2.39482e+01,1.82e+00, 
2.39629e+01,1.82e+00, 
2.39775e+01,1.82e+00, 
2.39922e+01,1.82e+00, 
2.40068e+01,1.82e+00, 
2.40215e+01,1.82e+00, 
2.40361e+01,1.82e+00, 
2.40508e+01,1.82e+00, 
2.40654e+01,1.82e+00, 
2.40801e+01,1.82e+00, 
2.40947e+01,1.82e+00, 
2.41094e+01,1.82e+00, 
2.41240e+01,1.82e+00, 
2.41387e+01,1.82e+00, 
2.41533e+01,1.82e+00, 
2.41680e+01,1.82e+00, 
2.41826e+01,1.82e+00, 
2.41973e+01,1.82e+00, 
2.42119e+01,1.82e+00, 
2.42266e+01,1.82e+00, 
2.42412e+01,1.82e+00, 
2.42559e+01,1.82e+00, 
2.42705e+01,1.82e+00, 
2.42852e+01,1.82e+00, 
2.42998e+01,1.82e+00, 
2.43145e+01,1.82e+00, 
2.43291e+01,1.80e+00, 
2.43438e+01,1.82e+00, 
2.43584e+01,1.82e+00, 
2.43730e+01,1.82e+00, 
2.43877e+01,1.80e+00, 
2.44023e+01,1.82e+00, 
2.44170e+01,1.82e+00, 
2.44316e+01,1.82e+00, 
2.44463e+01,1.82e+00, 
2.44609e+01,1.82e+00, 
2.44756e+01,1.80e+00, 
2.44902e+01,1.82e+00, 
2.45049e+01,1.80e+00, 
2.45195e+01,1.82e+00, 
2.45342e+01,1.80e+00, 
2.45488e+01,1.82e+00, 
2.45635e+01,1.82e+00, 
2.45781e+01,1.82e+00, 
2.45928e+01,1.80e+00, 
2.46074e+01,1.82e+00, 
2.46221e+01,1.82e+00, 
2.46367e+01,1.80e+00, 
2.46514e+01,1.80e+00, 
2.46660e+01,1.82e+00, 
2.46807e+01,1.82e+00, 
2.46953e+01,1.80e+00, 
2.47100e+01,1.80e+00, 
2.47246e+01,1.80e+00, 
2.47393e+01,1.80e+00, 
2.47539e+01,1.80e+00, 
2.47686e+01,1.82e+00, 
2.47832e+01,1.80e+00, 
2.47979e+01,1.80e+00, 
2.48125e+01,1.80e+00, 
2.48272e+01,1.80e+00, 
2.48418e+01,1.80e+00, 
2.48564e+01,1.80e+00, 
2.48711e+01,1.80e+00, 
2.48857e+01,1.80e+00, 
2.49004e+01,1.80e+00, 
2.49150e+01,1.80e+00, 
2.49297e+01,1.80e+00, 
2.49443e+01,1.80e+00, 
2.49590e+01,1.80e+00, 
2.49736e+01,1.80e+00, 
2.49883e+01,1.80e+00, 
2.50029e+01,1.80e+00, 
2.50176e+01,1.80e+00, 
2.50322e+01,1.80e+00, 
2.50469e+01,1.80e+00, 
2.50615e+01,1.80e+00, 
2.50762e+01,1.80e+00, 
2.50908e+01,1.80e+00, 
2.51055e+01,1.80e+00, 
2.51201e+01,1.78e+00, 
2.51348e+01,1.78e+00, 
2.51494e+01,1.80e+00, 
2.51641e+01,1.80e+00, 
2.51787e+01,1.80e+00, 
2.51934e+01,1.80e+00, 
2.52080e+01,1.78e+00, 
2.52227e+01,1.80e+00, 
2.52373e+01,1.78e+00, 
2.52520e+01,1.78e+00, 
2.52666e+01,1.78e+00, 
2.52813e+01,1.78e+00, 
2.52959e+01,1.78e+00, 
2.53105e+01,1.80e+00, 
2.53252e+01,1.78e+00, 
2.53398e+01,1.80e+00, 
2.53545e+01,1.78e+00, 
2.53691e+01,1.78e+00, 
2.53838e+01,1.80e+00, 
2.53984e+01,1.78e+00, 
2.54131e+01,1.78e+00, 
2.54277e+01,1.78e+00, 
2.54424e+01,1.78e+00, 
2.54570e+01,1.78e+00, 
2.54717e+01,1.80e+00, 
2.54863e+01,1.78e+00, 
2.55010e+01,1.78e+00, 
2.55156e+01,1.78e+00, 
2.55303e+01,1.78e+00, 
2.55449e+01,1.78e+00, 
2.55596e+01,1.78e+00, 
2.55742e+01,1.80e+00, 
2.55889e+01,1.78e+00, 
2.56035e+01,1.78e+00, 
2.56182e+01,1.76e+00, 
2.56328e+01,1.78e+00, 
2.56475e+01,1.78e+00, 
2.56621e+01,1.76e+00, 
2.56768e+01,1.76e+00, 
2.56914e+01,1.76e+00, 
2.57061e+01,1.78e+00, 
2.57207e+01,1.76e+00, 
2.57354e+01,1.76e+00, 
2.57500e+01,1.76e+00, 
2.57647e+01,1.76e+00, 
2.57793e+01,1.80e+00, 
2.57939e+01,1.78e+00, 
2.58086e+01,1.80e+00, 
2.58232e+01,1.76e+00, 
2.58379e+01,1.76e+00, 
2.58525e+01,1.76e+00, 
2.58672e+01,1.76e+00, 
2.58818e+01,1.76e+00, 
2.58965e+01,1.76e+00, 
2.59111e+01,1.76e+00, 
2.59258e+01,1.76e+00, 
2.59404e+01,1.76e+00, 
2.59551e+01,1.78e+00, 
2.59697e+01,1.76e+00, 
2.59844e+01,1.76e+00, 
2.59990e+01,1.76e+00, 
2.60137e+01,1.76e+00, 
2.60283e+01,1.76e+00, 
2.60430e+01,1.76e+00, 
2.60576e+01,1.76e+00, 
2.60723e+01,1.76e+00, 
2.60869e+01,1.76e+00, 
2.61016e+01,1.76e+00, 
2.61162e+01,1.76e+00, 
2.61309e+01,1.76e+00, 
2.61455e+01,1.76e+00, 
2.61602e+01,1.76e+00, 
2.61748e+01,1.76e+00, 
2.61895e+01,1.76e+00, 
2.62041e+01,1.76e+00, 
2.62188e+01,1.76e+00, 
2.62334e+01,1.76e+00, 
2.62480e+01,1.76e+00, 
2.62627e+01,1.76e+00, 
2.62773e+01,1.76e+00, 
2.62920e+01,1.76e+00, 
2.63066e+01,1.76e+00, 
2.63213e+01,1.76e+00, 
2.63359e+01,1.76e+00, 
2.63506e+01,1.76e+00, 
2.63652e+01,1.76e+00, 
2.63799e+01,1.76e+00, 
2.63945e+01,1.76e+00, 
2.64092e+01,1.76e+00, 
2.64238e+01,1.76e+00, 
2.64385e+01,1.76e+00, 
2.64531e+01,1.76e+00, 
2.64678e+01,1.76e+00, 
2.64824e+01,1.76e+00, 
2.64971e+01,1.76e+00, 
2.65117e+01,1.76e+00, 
2.65264e+01,1.76e+00, 
2.65410e+01,1.76e+00, 
2.65557e+01,1.76e+00, 
2.65703e+01,1.76e+00, 
2.65850e+01,1.76e+00, 
2.65996e+01,1.76e+00, 
2.66143e+01,1.76e+00, 
2.66289e+01,1.76e+00, 
2.66436e+01,1.76e+00, 
2.66582e+01,1.76e+00, 
2.66729e+01,1.76e+00, 
2.66875e+01,1.76e+00, 
2.67022e+01,1.76e+00, 
2.67168e+01,1.76e+00, 
2.67314e+01,1.76e+00, 
2.67461e+01,1.76e+00, 
2.67607e+01,1.76e+00, 
2.67754e+01,1.76e+00, 
2.67900e+01,1.76e+00, 
2.68047e+01,1.76e+00, 
2.68193e+01,1.76e+00, 
2.68340e+01,1.76e+00, 
2.68486e+01,1.74e+00, 
2.68633e+01,1.74e+00, 
2.68779e+01,1.74e+00, 
2.68926e+01,1.74e+00, 
2.69072e+01,1.74e+00, 
2.69219e+01,1.76e+00, 
2.69365e+01,1.76e+00, 
2.69512e+01,1.76e+00, 
2.69658e+01,1.76e+00, 
2.69805e+01,1.74e+00, 
2.69951e+01,1.74e+00, 
2.70098e+01,1.76e+00, 
2.70244e+01,1.76e+00, 
2.70391e+01,1.74e+00, 
2.70537e+01,1.74e+00, 
2.70684e+01,1.74e+00, 
2.70830e+01,1.76e+00, 
2.70977e+01,1.74e+00, 
2.71123e+01,1.76e+00, 
2.71270e+01,1.74e+00, 
2.71416e+01,1.76e+00, 
2.71563e+01,1.76e+00, 
2.71709e+01,1.74e+00, 
2.71855e+01,1.74e+00, 
2.72002e+01,1.74e+00, 
2.72148e+01,1.74e+00, 
2.72295e+01,1.74e+00, 
2.72441e+01,1.74e+00, 
2.72588e+01,1.74e+00, 
2.72734e+01,1.74e+00, 
2.72881e+01,1.76e+00, 
2.73027e+01,1.74e+00, 
2.73174e+01,1.74e+00, 
2.73320e+01,1.72e+00, 
2.73467e+01,1.74e+00, 
2.73613e+01,1.74e+00, 
2.73760e+01,1.74e+00, 
2.73906e+01,1.74e+00, 
2.74053e+01,1.74e+00, 
2.74199e+01,1.74e+00, 
2.74346e+01,1.74e+00, 
2.74492e+01,1.74e+00, 
2.74639e+01,1.74e+00, 
2.74785e+01,1.74e+00, 
2.74932e+01,1.74e+00, 
2.75078e+01,1.76e+00, 
2.75225e+01,1.74e+00, 
2.75371e+01,1.72e+00, 
2.75518e+01,1.74e+00, 
2.75664e+01,1.74e+00, 
2.75811e+01,1.74e+00, 
2.75957e+01,1.72e+00, 
2.76104e+01,1.74e+00, 
2.76250e+01,1.72e+00, 
2.76397e+01,1.74e+00, 
2.76543e+01,1.74e+00, 
2.76689e+01,1.74e+00, 
2.76836e+01,1.74e+00, 
2.76982e+01,1.72e+00, 
2.77129e+01,1.72e+00, 
2.77275e+01,1.72e+00, 
2.77422e+01,1.72e+00, 
2.77568e+01,1.70e+00, 
2.77715e+01,1.74e+00, 
2.77861e+01,1.72e+00, 
2.78008e+01,1.72e+00, 
2.78154e+01,1.74e+00, 
2.78301e+01,1.72e+00, 
2.78447e+01,1.72e+00, 
2.78594e+01,1.72e+00, 
2.78740e+01,1.72e+00, 
2.78887e+01,1.72e+00, 
2.79033e+01,1.72e+00, 
2.79180e+01,1.72e+00, 
2.79326e+01,1.72e+00, 
2.79473e+01,1.72e+00, 
2.79619e+01,1.72e+00, 
2.79766e+01,1.72e+00, 
2.79912e+01,1.70e+00, 
2.80059e+01,1.72e+00, 
2.80205e+01,1.72e+00, 
2.80352e+01,1.72e+00, 
2.80498e+01,1.72e+00, 
2.80645e+01,1.72e+00, 
2.80791e+01,1.70e+00, 
2.80938e+01,1.72e+00, 
2.81084e+01,1.70e+00, 
2.81230e+01,1.72e+00, 
2.81377e+01,1.72e+00, 
2.81523e+01,1.72e+00, 
2.81670e+01,1.70e+00, 
2.81816e+01,1.70e+00, 
2.81963e+01,1.70e+00, 
2.82109e+01,1.70e+00, 
2.82256e+01,1.72e+00, 
2.82402e+01,1.72e+00, 
2.82549e+01,1.70e+00, 
2.82695e+01,1.70e+00, 
2.82842e+01,1.72e+00, 
2.82988e+01,1.72e+00, 
2.83135e+01,1.70e+00, 
2.83281e+01,1.70e+00, 
2.83428e+01,1.72e+00, 
2.83574e+01,1.72e+00, 
2.83721e+01,1.70e+00, 
2.83867e+01,1.70e+00, 
2.84014e+01,1.70e+00, 
2.84160e+01,1.70e+00, 
2.84307e+01,1.70e+00, 
2.84453e+01,1.70e+00, 
2.84600e+01,1.70e+00, 
2.84746e+01,1.70e+00, 
2.84893e+01,1.70e+00, 
2.85039e+01,1.70e+00, 
2.85186e+01,1.70e+00, 
2.85332e+01,1.70e+00, 
2.85479e+01,1.70e+00, 
2.85625e+01,1.70e+00, 
2.85772e+01,1.70e+00, 
2.85918e+01,1.70e+00, 
2.86064e+01,1.68e+00, 
2.86211e+01,1.70e+00, 
2.86357e+01,1.70e+00, 
2.86504e+01,1.70e+00, 
2.86650e+01,1.70e+00, 
2.86797e+01,1.70e+00, 
2.86943e+01,1.70e+00, 
2.87090e+01,1.70e+00, 
2.87236e+01,1.70e+00, 
2.87383e+01,1.70e+00, 
2.87529e+01,1.68e+00, 
2.87676e+01,1.70e+00, 
2.87822e+01,1.70e+00, 
2.87969e+01,1.70e+00, 
2.88115e+01,1.70e+00, 
2.88262e+01,1.70e+00, 
2.88408e+01,1.70e+00, 
2.88555e+01,1.70e+00, 
2.88701e+01,1.70e+00, 
2.88848e+01,1.68e+00, 
2.88994e+01,1.70e+00, 
2.89141e+01,1.70e+00, 
2.89287e+01,1.68e+00, 
2.89434e+01,1.70e+00, 
2.89580e+01,1.68e+00, 
2.89727e+01,1.68e+00, 
2.89873e+01,1.70e+00, 
2.90020e+01,1.70e+00, 
2.90166e+01,1.68e+00, 
2.90313e+01,1.68e+00, 
2.90459e+01,1.68e+00, 
2.90605e+01,1.68e+00, 
2.90752e+01,1.68e+00, 
2.90898e+01,1.70e+00, 
2.91045e+01,1.70e+00, 
2.91191e+01,1.68e+00, 
2.91338e+01,1.68e+00, 
2.91484e+01,1.70e+00, 
2.91631e+01,1.68e+00, 
2.91777e+01,1.68e+00, 
2.91924e+01,1.68e+00, 
2.92070e+01,1.68e+00, 
2.92217e+01,1.68e+00, 
2.92363e+01,1.68e+00, 
2.92510e+01,1.68e+00, 
2.92656e+01,1.68e+00, 
2.92803e+01,1.68e+00, 
2.92949e+01,1.68e+00, 
2.93096e+01,1.68e+00, 
2.93242e+01,1.68e+00, 
2.93389e+01,1.68e+00, 
2.93535e+01,1.70e+00, 
2.93682e+01,1.68e+00, 
2.93828e+01,1.68e+00, 
2.93975e+01,1.68e+00, 
2.94121e+01,1.68e+00, 
2.94268e+01,1.68e+00, 
2.94414e+01,1.66e+00, 
2.94561e+01,1.68e+00, 
2.94707e+01,1.68e+00, 
2.94854e+01,1.68e+00, 
2.95000e+01,1.68e+00, 
2.95147e+01,1.68e+00, 
2.95293e+01,1.68e+00, 
2.95439e+01,1.68e+00, 
2.95586e+01,1.68e+00, 
2.95732e+01,1.68e+00, 
2.95879e+01,1.68e+00, 
2.96025e+01,1.68e+00, 
2.96172e+01,1.68e+00, 
2.96318e+01,1.68e+00, 
2.96465e+01,1.68e+00, 
2.96611e+01,1.68e+00, 
2.96758e+01,1.68e+00, 
2.96904e+01,1.68e+00, 
2.97051e+01,1.70e+00, 
2.97197e+01,1.68e+00, 
2.97344e+01,1.68e+00, 
2.97490e+01,1.68e+00, 
2.97637e+01,1.66e+00, 
2.97783e+01,1.68e+00, 
2.97930e+01,1.68e+00, 
2.98076e+01,1.68e+00, 
2.98223e+01,1.68e+00, 
2.98369e+01,1.66e+00, 
2.98516e+01,1.68e+00, 
2.98662e+01,1.68e+00, 
2.98809e+01,1.68e+00, 
2.98955e+01,1.68e+00, 
2.99102e+01,1.68e+00, 
2.99248e+01,1.68e+00, 
2.99395e+01,1.66e+00, 
2.99541e+01,1.68e+00, 
2.99688e+01,1.66e+00, 
2.99834e+01,1.68e+00, 
2.99980e+01,1.66e+00, 
3.00127e+01,1.68e+00, 
3.00273e+01,1.68e+00, 
3.00420e+01,1.68e+00, 
3.00566e+01,1.68e+00, 
3.00713e+01,1.66e+00, 
3.00859e+01,1.66e+00, 
3.01006e+01,1.68e+00, 
3.01152e+01,1.66e+00, 
3.01299e+01,1.68e+00, 
3.01445e+01,1.66e+00, 
3.01592e+01,1.66e+00, 
3.01738e+01,1.68e+00, 
3.01885e+01,1.68e+00, 
3.02031e+01,1.66e+00, 
3.02178e+01,1.66e+00, 
3.02324e+01,1.66e+00, 
3.02471e+01,1.68e+00, 
3.02617e+01,1.66e+00, 
3.02764e+01,1.66e+00, 
3.02910e+01,1.66e+00, 
3.03057e+01,1.66e+00, 
3.03203e+01,1.66e+00, 
3.03350e+01,1.66e+00, 
3.03496e+01,1.66e+00, 
3.03643e+01,1.66e+00, 
3.03789e+01,1.64e+00, 
3.03936e+01,1.66e+00, 
3.04082e+01,1.68e+00, 
3.04229e+01,1.66e+00, 
3.04375e+01,1.66e+00, 
3.04522e+01,1.66e+00, 
3.04668e+01,1.64e+00, 
3.04814e+01,1.66e+00, 
3.04961e+01,1.66e+00, 
3.05107e+01,1.64e+00, 
3.05254e+01,1.66e+00, 
3.05400e+01,1.66e+00, 
3.05547e+01,1.64e+00, 
3.05693e+01,1.64e+00, 
3.05840e+01,1.66e+00, 
3.05986e+01,1.66e+00, 
3.06133e+01,1.64e+00, 
3.06279e+01,1.66e+00, 
3.06426e+01,1.66e+00, 
3.06572e+01,1.66e+00, 
3.06719e+01,1.64e+00, 
3.06865e+01,1.66e+00, 
3.07012e+01,1.64e+00, 
3.07158e+01,1.64e+00, 
3.07305e+01,1.64e+00, 
3.07451e+01,1.64e+00, 
3.07598e+01,1.64e+00, 
3.07744e+01,1.64e+00, 
3.07891e+01,1.66e+00, 
3.08037e+01,1.64e+00, 
3.08184e+01,1.64e+00, 
3.08330e+01,1.64e+00, 
3.08477e+01,1.64e+00, 
3.08623e+01,1.66e+00, 
3.08770e+01,1.64e+00, 
3.08916e+01,1.64e+00, 
3.09063e+01,1.64e+00, 
3.09209e+01,1.64e+00, 
3.09355e+01,1.64e+00, 
3.09502e+01,1.66e+00, 
3.09648e+01,1.64e+00, 
3.09795e+01,1.64e+00, 
3.09941e+01,1.66e+00, 
3.10088e+01,1.62e+00, 
3.10234e+01,1.64e+00, 
3.10381e+01,1.64e+00, 
3.10527e+01,1.64e+00, 
3.10674e+01,1.62e+00, 
3.10820e+01,1.64e+00, 
3.10967e+01,1.64e+00, 
3.11113e+01,1.64e+00, 
3.11260e+01,1.64e+00, 
3.11406e+01,1.64e+00, 
3.11553e+01,1.64e+00, 
3.11699e+01,1.66e+00, 
3.11846e+01,1.64e+00, 
3.11992e+01,1.64e+00, 
3.12139e+01,1.64e+00, 
3.12285e+01,1.62e+00, 
3.12432e+01,1.62e+00, 
3.12578e+01,1.64e+00, 
3.12725e+01,1.62e+00, 
3.12871e+01,1.62e+00, 
3.13018e+01,1.64e+00, 
3.13164e+01,1.62e+00, 
3.13311e+01,1.64e+00, 
3.13457e+01,1.64e+00, 
3.13604e+01,1.62e+00, 
3.13750e+01,1.64e+00, 
3.13897e+01,1.64e+00, 
3.14043e+01,1.64e+00, 
3.14189e+01,1.64e+00, 
3.14336e+01,1.62e+00, 
3.14482e+01,1.64e+00, 
3.14629e+01,1.64e+00, 
3.14775e+01,1.62e+00, 
3.14922e+01,1.62e+00, 
3.15068e+01,1.62e+00, 
3.15215e+01,1.64e+00, 
3.15361e+01,1.62e+00, 
3.15508e+01,1.62e+00, 
3.15654e+01,1.62e+00, 
3.15801e+01,1.62e+00, 
3.15947e+01,1.62e+00, 
3.16094e+01,1.62e+00, 
3.16240e+01,1.62e+00, 
3.16387e+01,1.62e+00, 
3.16533e+01,1.62e+00, 
3.16680e+01,1.62e+00, 
3.16826e+01,1.62e+00, 
3.16973e+01,1.62e+00, 
3.17119e+01,1.62e+00, 
3.17266e+01,1.62e+00, 
3.17412e+01,1.62e+00, 
3.17559e+01,1.62e+00, 
3.17705e+01,1.62e+00, 
3.17852e+01,1.62e+00, 
3.17998e+01,1.62e+00, 
3.18145e+01,1.62e+00, 
3.18291e+01,1.62e+00, 
3.18438e+01,1.62e+00, 
3.18584e+01,1.62e+00, 
3.18730e+01,1.62e+00, 
3.18877e+01,1.62e+00, 
3.19023e+01,1.62e+00, 
3.19170e+01,1.62e+00, 
3.19316e+01,1.62e+00, 
3.19463e+01,1.62e+00, 
3.19609e+01,1.62e+00, 
3.19756e+01,1.62e+00, 
3.19902e+01,1.62e+00, 
3.20049e+01,1.62e+00, 
3.20195e+01,1.62e+00, 
3.20342e+01,1.62e+00, 
3.20488e+01,1.62e+00, 
3.20635e+01,1.62e+00, 
3.20781e+01,1.62e+00, 
3.20928e+01,1.62e+00, 
3.21074e+01,1.62e+00, 
3.21221e+01,1.62e+00, 
3.21367e+01,1.62e+00, 
3.21514e+01,1.62e+00, 
3.21660e+01,1.62e+00, 
3.21807e+01,1.62e+00, 
3.21953e+01,1.62e+00, 
3.22100e+01,1.62e+00, 
3.22246e+01,1.62e+00, 
3.22393e+01,1.62e+00, 
3.22539e+01,1.62e+00, 
3.22686e+01,1.62e+00, 
3.22832e+01,1.62e+00, 
3.22979e+01,1.62e+00, 
3.23125e+01,1.62e+00, 
3.23271e+01,1.62e+00, 
3.23418e+01,1.60e+00, 
3.23564e+01,1.60e+00, 
3.23711e+01,1.60e+00, 
3.23857e+01,1.60e+00, 
3.24004e+01,1.62e+00, 
3.24150e+01,1.62e+00, 
3.24297e+01,1.62e+00, 
3.24443e+01,1.62e+00, 
3.24590e+01,1.62e+00, 
3.24736e+01,1.60e+00, 
3.24883e+01,1.62e+00, 
3.25029e+01,1.62e+00, 
3.25176e+01,1.62e+00, 
3.25322e+01,1.62e+00, 
3.25469e+01,1.62e+00, 
3.25615e+01,1.60e+00, 
3.25762e+01,1.62e+00, 
3.25908e+01,1.62e+00, 
3.26055e+01,1.62e+00, 
3.26201e+01,1.62e+00, 
3.26348e+01,1.60e+00, 
3.26494e+01,1.60e+00, 
3.26641e+01,1.60e+00, 
3.26787e+01,1.60e+00, 
3.26934e+01,1.60e+00, 
3.27080e+01,1.62e+00, 
3.27227e+01,1.60e+00, 
3.27373e+01,1.60e+00, 
3.27520e+01,1.62e+00, 
3.27666e+01,1.60e+00, 
3.27813e+01,1.60e+00, 
3.27959e+01,1.60e+00, 
3.28105e+01,1.60e+00, 
3.28252e+01,1.60e+00, 
3.28398e+01,1.60e+00, 
3.28545e+01,1.60e+00, 
3.28691e+01,1.60e+00, 
3.28838e+01,1.60e+00, 
3.28984e+01,1.60e+00, 
3.29131e+01,1.60e+00, 
3.29277e+01,1.60e+00, 
3.29424e+01,1.60e+00, 
3.29570e+01,1.62e+00, 
3.29717e+01,1.60e+00, 
3.29863e+01,1.60e+00, 
3.30010e+01,1.60e+00, 
3.30156e+01,1.60e+00, 
3.30303e+01,1.60e+00, 
3.30449e+01,1.60e+00, 
3.30596e+01,1.60e+00, 
3.30742e+01,1.60e+00, 
3.30889e+01,1.58e+00, 
3.31035e+01,1.60e+00, 
3.31182e+01,1.60e+00, 
3.31328e+01,1.60e+00, 
3.31475e+01,1.58e+00, 
3.31621e+01,1.60e+00, 
3.31768e+01,1.58e+00, 
3.31914e+01,1.60e+00, 
3.32061e+01,1.58e+00, 
3.32207e+01,1.58e+00, 
3.32354e+01,1.58e+00, 
3.32500e+01,1.58e+00, 
3.32646e+01,1.58e+00, 
3.32793e+01,1.58e+00, 
3.32939e+01,1.58e+00, 
3.33086e+01,1.60e+00, 
3.33232e+01,1.58e+00, 
3.33379e+01,1.56e+00, 
3.33525e+01,1.58e+00, 
3.33672e+01,1.58e+00, 
3.33818e+01,1.58e+00, 
3.33965e+01,1.60e+00, 
3.34111e+01,1.58e+00, 
3.34258e+01,1.58e+00, 
3.34404e+01,1.58e+00, 
3.34551e+01,1.58e+00, 
3.34697e+01,1.58e+00, 
3.34844e+01,1.58e+00, 
3.34990e+01,1.58e+00, 
3.35137e+01,1.58e+00, 
3.35283e+01,1.58e+00, 
3.35430e+01,1.58e+00, 
3.35576e+01,1.58e+00, 
3.35723e+01,1.58e+00, 
3.35869e+01,1.58e+00, 
3.36016e+01,1.58e+00, 
3.36162e+01,1.58e+00, 
3.36309e+01,1.58e+00, 
3.36455e+01,1.58e+00, 
3.36602e+01,1.60e+00, 
3.36748e+01,1.58e+00, 
3.36895e+01,1.58e+00, 
3.37041e+01,1.58e+00, 
3.37188e+01,1.58e+00, 
3.37334e+01,1.58e+00, 
